,cyclist_count,location,pedestrian_count,sign_count,time_of_day,unknown_count,vehicle_count,weather
29,0.0,location_sf,1.0,18.0,Day,0.0,13.0,sunny
30,0.0,location_phx,0.0,17.0,Day,0.0,4.0,sunny
31,0.0,location_sf,24.0,14.0,Day,0.0,39.0,sunny
32,0.0,location_other,25.0,31.0,Day,0.0,51.0,sunny
33,0.0,location_sf,1.0,11.0,Dawn/Dusk,0.0,35.0,sunny
34,0.0,location_phx,2.0,3.0,Day,0.0,35.0,sunny
35,1.0,location_phx,0.0,0.0,Day,0.0,19.0,sunny
36,0.0,location_phx,5.0,12.0,Dawn/Dusk,0.0,20.0,sunny
37,0.0,location_sf,2.0,6.0,Dawn/Dusk,0.0,12.0,sunny
38,1.0,location_sf,0.0,2.0,Day,0.0,0.0,sunny
39,0.0,location_phx,0.0,8.0,Day,0.0,3.0,sunny
40,0.0,location_phx,0.0,2.0,Day,0.0,11.0,sunny
41,0.0,location_sf,6.0,21.0,Day,0.0,73.0,sunny
42,0.0,location_sf,2.0,21.0,Dawn/Dusk,0.0,15.0,sunny
43,0.0,location_sf,1.0,32.0,Day,0.0,30.0,sunny
44,0.0,location_sf,41.0,19.0,Day,0.0,44.0,sunny
45,0.0,location_phx,0.0,1.0,Night,0.0,2.0,sunny
46,0.0,location_sf,2.0,7.0,Day,0.0,15.0,sunny
47,0.0,location_other,4.0,19.0,Day,0.0,15.0,sunny
48,1.0,location_other,2.0,9.0,Day,0.0,18.0,sunny
49,0.0,location_phx,0.0,1.0,Day,0.0,4.0,sunny
50,0.0,location_phx,0.0,2.0,Dawn/Dusk,0.0,13.0,sunny
51,1.0,location_other,2.0,7.0,Day,0.0,15.0,sunny
52,0.0,location_sf,5.0,18.0,Day,0.0,47.0,sunny
53,3.0,location_sf,58.0,22.0,Day,0.0,31.0,sunny
54,0.0,location_phx,3.0,0.0,Day,0.0,17.0,sunny
55,0.0,location_phx,0.0,0.0,Night,0.0,3.0,sunny
56,4.0,location_sf,63.0,18.0,Day,0.0,24.0,sunny
57,0.0,location_sf,0.0,2.0,Dawn/Dusk,0.0,5.0,sunny
58,0.0,location_phx,3.0,49.0,Day,0.0,41.0,sunny
59,0.0,location_phx,0.0,7.0,Dawn/Dusk,0.0,67.0,rain
60,0.0,location_phx,0.0,4.0,Day,0.0,1.0,sunny
61,0.0,location_sf,5.0,18.0,Night,0.0,24.0,sunny
62,0.0,location_phx,0.0,22.0,Night,0.0,22.0,sunny
63,0.0,location_phx,3.0,13.0,Day,0.0,32.0,sunny
64,0.0,location_sf,21.0,32.0,Day,0.0,53.0,sunny
65,0.0,location_phx,1.0,4.0,Dawn/Dusk,0.0,5.0,sunny
66,1.0,location_sf,65.0,29.0,Day,0.0,45.0,sunny
67,0.0,location_sf,21.0,18.0,Day,0.0,68.0,sunny
68,0.0,location_phx,0.0,4.0,Day,0.0,8.0,sunny
69,0.0,location_sf,0.0,2.0,Dawn/Dusk,0.0,3.0,sunny
70,0.0,location_sf,47.0,25.0,Day,0.0,50.0,sunny
71,0.0,location_sf,73.0,10.0,Day,0.0,38.0,sunny
72,9.0,location_sf,43.0,20.0,Day,0.0,48.0,sunny
73,1.0,location_phx,0.0,1.0,Day,0.0,14.0,sunny
74,1.0,location_phx,6.0,30.0,Day,0.0,13.0,sunny
75,0.0,location_sf,10.0,35.0,Day,0.0,67.0,sunny
76,0.0,location_sf,2.0,13.0,Day,0.0,30.0,sunny
77,0.0,location_phx,9.0,39.0,Day,0.0,18.0,sunny
78,1.0,location_sf,13.0,23.0,Day,0.0,94.0,sunny
79,0.0,location_phx,1.0,43.0,Day,0.0,20.0,sunny
80,0.0,location_sf,2.0,19.0,Day,0.0,67.0,sunny
81,0.0,location_sf,0.0,0.0,Day,0.0,21.0,sunny
82,0.0,location_other,2.0,0.0,Day,0.0,24.0,sunny
83,0.0,location_other,4.0,27.0,Day,0.0,65.0,sunny
84,0.0,location_phx,4.0,1.0,Dawn/Dusk,0.0,32.0,sunny
85,1.0,location_sf,52.0,18.0,Day,0.0,39.0,sunny
86,0.0,location_sf,2.0,7.0,Day,0.0,26.0,sunny
87,0.0,location_sf,8.0,9.0,Day,0.0,11.0,sunny
88,0.0,location_phx,1.0,16.0,Day,0.0,13.0,sunny
89,0.0,location_phx,0.0,0.0,Day,0.0,20.0,sunny
90,0.0,location_other,0.0,12.0,Day,0.0,4.0,sunny
91,1.0,location_phx,6.0,30.0,Day,0.0,14.0,sunny
92,1.0,location_sf,42.0,13.0,Day,0.0,34.0,sunny
93,0.0,location_phx,3.0,17.0,Dawn/Dusk,0.0,2.0,sunny
94,0.0,location_phx,1.0,1.0,Day,0.0,18.0,sunny
95,1.0,location_sf,99.0,39.0,Dawn/Dusk,0.0,11.0,sunny
96,0.0,location_phx,0.0,8.0,Day,0.0,8.0,sunny
97,0.0,location_sf,37.0,18.0,Day,0.0,44.0,sunny
98,0.0,location_sf,2.0,16.0,Day,0.0,37.0,sunny
99,0.0,location_sf,13.0,10.0,Day,0.0,5.0,sunny
100,0.0,location_sf,1.0,22.0,Dawn/Dusk,0.0,33.0,sunny
101,1.0,location_other,5.0,9.0,Day,0.0,16.0,sunny
102,0.0,location_phx,2.0,10.0,Day,0.0,65.0,sunny
103,2.0,location_phx,0.0,11.0,Dawn/Dusk,0.0,48.0,sunny
104,0.0,location_other,3.0,13.0,Day,0.0,25.0,sunny
105,1.0,location_sf,54.0,18.0,Day,0.0,71.0,sunny
106,1.0,location_sf,0.0,29.0,Day,0.0,22.0,sunny
107,0.0,location_other,0.0,24.0,Day,0.0,2.0,sunny
108,0.0,location_phx,0.0,0.0,Dawn/Dusk,0.0,7.0,sunny
109,0.0,location_sf,85.0,8.0,Day,0.0,38.0,sunny
110,0.0,location_other,0.0,0.0,Night,0.0,29.0,sunny
111,0.0,location_phx,3.0,12.0,Day,0.0,10.0,sunny
112,0.0,location_phx,3.0,4.0,Day,0.0,22.0,sunny
113,0.0,location_sf,6.0,26.0,Night,0.0,25.0,sunny
114,0.0,location_other,2.0,24.0,Day,0.0,20.0,sunny
115,2.0,location_phx,0.0,36.0,Dawn/Dusk,0.0,0.0,sunny
116,0.0,location_phx,2.0,2.0,Day,0.0,17.0,sunny
117,0.0,location_phx,1.0,29.0,Day,0.0,53.0,sunny
118,0.0,location_phx,0.0,19.0,Day,0.0,62.0,sunny
119,0.0,location_other,2.0,0.0,Day,0.0,23.0,sunny
120,2.0,location_other,0.0,5.0,Day,0.0,10.0,sunny
121,0.0,location_phx,1.0,29.0,Day,0.0,21.0,sunny
122,0.0,location_sf,15.0,16.0,Dawn/Dusk,0.0,13.0,sunny
123,0.0,location_sf,2.0,18.0,Day,0.0,22.0,sunny
124,0.0,location_phx,6.0,2.0,Day,0.0,0.0,sunny
125,0.0,location_sf,35.0,15.0,Day,0.0,42.0,sunny
126,0.0,location_phx,3.0,8.0,Day,0.0,50.0,sunny
127,0.0,location_sf,29.0,26.0,Day,0.0,60.0,sunny
128,0.0,location_sf,0.0,10.0,Day,0.0,26.0,sunny
129,0.0,location_sf,64.0,20.0,Day,0.0,44.0,sunny
130,1.0,location_sf,97.0,7.0,Day,0.0,34.0,sunny
131,1.0,location_sf,23.0,23.0,Day,0.0,46.0,sunny
132,4.0,location_sf,52.0,11.0,Day,0.0,13.0,sunny
133,0.0,location_phx,0.0,13.0,Day,0.0,14.0,sunny
134,0.0,location_phx,2.0,23.0,Day,0.0,5.0,sunny
135,1.0,location_sf,62.0,20.0,Day,0.0,154.0,sunny
136,0.0,location_sf,4.0,18.0,Night,0.0,42.0,sunny
137,0.0,location_phx,0.0,13.0,Night,0.0,20.0,sunny
138,0.0,location_sf,39.0,11.0,Day,0.0,32.0,sunny
139,5.0,location_sf,115.0,43.0,Day,0.0,44.0,sunny
140,0.0,location_sf,2.0,17.0,Day,0.0,36.0,sunny
141,2.0,location_other,6.0,17.0,Day,0.0,20.0,sunny
142,0.0,location_sf,1.0,15.0,Day,0.0,26.0,sunny
143,0.0,location_sf,5.0,20.0,Day,0.0,27.0,sunny
144,0.0,location_sf,0.0,13.0,Day,0.0,10.0,sunny
145,0.0,location_phx,4.0,2.0,Day,0.0,12.0,sunny
146,0.0,location_phx,3.0,15.0,Day,0.0,12.0,sunny
147,0.0,location_sf,0.0,13.0,Night,0.0,50.0,sunny
148,0.0,location_phx,1.0,17.0,Dawn/Dusk,0.0,3.0,sunny
149,0.0,location_sf,54.0,22.0,Day,0.0,43.0,sunny
150,0.0,location_phx,0.0,4.0,Day,0.0,8.0,sunny
151,0.0,location_sf,4.0,17.0,Day,0.0,24.0,sunny
152,0.0,location_phx,4.0,108.0,Day,0.0,50.0,sunny
153,0.0,location_sf,67.0,29.0,Day,0.0,40.0,sunny
154,3.0,location_other,2.0,15.0,Day,0.0,16.0,sunny
155,0.0,location_phx,0.0,8.0,Day,0.0,22.0,sunny
156,0.0,location_other,0.0,19.0,Night,0.0,85.0,sunny
157,0.0,location_sf,38.0,20.0,Day,0.0,111.0,sunny
158,0.0,location_sf,0.0,3.0,Day,0.0,12.0,sunny
159,1.0,location_sf,1.0,2.0,Day,0.0,27.0,sunny
160,0.0,location_other,3.0,24.0,Day,0.0,42.0,sunny
161,0.0,location_phx,0.0,16.0,Day,0.0,19.0,sunny
162,0.0,location_other,2.0,7.0,Day,0.0,66.0,sunny
163,0.0,location_phx,0.0,6.0,Day,0.0,23.0,sunny
164,0.0,location_phx,0.0,13.0,Day,0.0,35.0,sunny
165,6.0,location_sf,16.0,19.0,Day,0.0,42.0,sunny
166,0.0,location_other,0.0,2.0,Day,0.0,3.0,sunny
167,0.0,location_other,0.0,13.0,Day,0.0,32.0,sunny
168,0.0,location_phx,4.0,1.0,Dawn/Dusk,0.0,7.0,sunny
169,0.0,location_phx,4.0,33.0,Day,0.0,21.0,sunny
170,0.0,location_sf,57.0,13.0,Day,0.0,48.0,sunny
171,7.0,location_sf,102.0,46.0,Day,0.0,36.0,sunny
172,0.0,location_phx,0.0,5.0,Day,0.0,6.0,sunny
173,2.0,location_other,0.0,3.0,Day,0.0,11.0,sunny
174,0.0,location_sf,0.0,2.0,Day,0.0,13.0,sunny
175,0.0,location_sf,60.0,27.0,Day,0.0,32.0,sunny
176,0.0,location_phx,4.0,0.0,Dawn/Dusk,0.0,20.0,sunny
177,0.0,location_sf,52.0,36.0,Day,0.0,52.0,sunny
178,1.0,location_sf,13.0,34.0,Day,0.0,38.0,sunny
179,0.0,location_phx,2.0,2.0,Day,0.0,8.0,sunny
180,0.0,location_sf,0.0,20.0,Night,0.0,17.0,sunny
181,0.0,location_phx,0.0,12.0,Day,0.0,1.0,sunny
182,0.0,location_phx,0.0,13.0,Day,0.0,18.0,sunny
183,0.0,location_phx,1.0,1.0,Day,0.0,18.0,sunny
184,0.0,location_phx,9.0,21.0,Day,0.0,45.0,sunny
185,0.0,location_other,4.0,45.0,Day,0.0,79.0,sunny
186,0.0,location_sf,0.0,16.0,Day,0.0,26.0,sunny
187,1.0,location_sf,0.0,2.0,Day,0.0,7.0,sunny
188,0.0,location_sf,0.0,24.0,Day,0.0,56.0,sunny
189,0.0,location_other,0.0,12.0,Day,0.0,20.0,sunny
190,0.0,location_other,10.0,39.0,Day,0.0,38.0,sunny
191,0.0,location_phx,1.0,5.0,Day,0.0,14.0,sunny
192,0.0,location_sf,44.0,44.0,Day,0.0,51.0,sunny
193,0.0,location_other,0.0,4.0,Dawn/Dusk,0.0,11.0,sunny
194,0.0,location_sf,6.0,24.0,Day,0.0,45.0,sunny
195,0.0,location_phx,1.0,29.0,Day,0.0,43.0,sunny
196,0.0,location_phx,1.0,6.0,Day,0.0,9.0,sunny
197,0.0,location_phx,2.0,19.0,Day,0.0,35.0,sunny
198,0.0,location_sf,66.0,32.0,Day,0.0,48.0,sunny
199,0.0,location_phx,3.0,13.0,Day,0.0,66.0,sunny
200,1.0,location_sf,8.0,17.0,Day,0.0,38.0,sunny
201,0.0,location_sf,60.0,21.0,Day,0.0,40.0,sunny
202,0.0,location_sf,45.0,43.0,Day,0.0,53.0,sunny
203,0.0,location_phx,1.0,6.0,Night,0.0,4.0,sunny
204,0.0,location_sf,15.0,34.0,Day,0.0,32.0,sunny
205,1.0,location_sf,6.0,20.0,Day,0.0,26.0,sunny
206,0.0,location_phx,0.0,11.0,Day,0.0,13.0,sunny
207,0.0,location_sf,3.0,30.0,Day,0.0,47.0,sunny
208,0.0,location_sf,0.0,11.0,Day,0.0,42.0,sunny
209,0.0,location_phx,3.0,13.0,Day,0.0,61.0,sunny
210,2.0,location_phx,2.0,4.0,Day,0.0,15.0,sunny
211,1.0,location_sf,140.0,24.0,Day,0.0,47.0,sunny
212,0.0,location_phx,3.0,7.0,Day,0.0,44.0,sunny
213,0.0,location_sf,3.0,20.0,Night,0.0,29.0,sunny
214,0.0,location_sf,2.0,18.0,Day,0.0,36.0,sunny
215,2.0,location_phx,0.0,4.0,Day,0.0,20.0,sunny
216,0.0,location_sf,9.0,17.0,Day,0.0,53.0,sunny
217,0.0,location_phx,4.0,13.0,Day,0.0,23.0,sunny
218,0.0,location_other,1.0,18.0,Day,0.0,22.0,sunny
219,0.0,location_other,0.0,17.0,Day,0.0,13.0,sunny
220,0.0,location_phx,0.0,2.0,Day,0.0,38.0,sunny
221,0.0,location_sf,0.0,15.0,Day,0.0,32.0,sunny
222,0.0,location_sf,38.0,20.0,Day,0.0,121.0,sunny
223,0.0,location_phx,0.0,19.0,Day,0.0,16.0,sunny
224,0.0,location_sf,45.0,28.0,Day,0.0,45.0,sunny
225,0.0,location_sf,2.0,18.0,Day,0.0,45.0,sunny
226,0.0,location_phx,1.0,8.0,Day,0.0,4.0,sunny
227,0.0,location_phx,0.0,0.0,Day,0.0,6.0,sunny
228,0.0,location_other,3.0,19.0,Day,0.0,28.0,sunny
229,0.0,location_phx,0.0,27.0,Day,0.0,6.0,sunny
230,0.0,location_phx,1.0,18.0,Day,0.0,13.0,sunny
231,0.0,location_sf,1.0,25.0,Day,0.0,33.0,sunny
232,0.0,location_sf,2.0,15.0,Day,0.0,38.0,sunny
233,0.0,location_sf,44.0,10.0,Day,0.0,31.0,sunny
234,0.0,location_phx,0.0,21.0,Day,0.0,27.0,sunny
235,0.0,location_other,1.0,20.0,Day,0.0,27.0,sunny
236,0.0,location_phx,3.0,0.0,Day,0.0,17.0,sunny
237,0.0,location_sf,21.0,12.0,Day,0.0,40.0,sunny
238,0.0,location_phx,0.0,43.0,Day,0.0,35.0,sunny
239,0.0,location_phx,9.0,40.0,Day,0.0,19.0,sunny
240,0.0,location_sf,5.0,20.0,Day,0.0,38.0,sunny
241,0.0,location_sf,2.0,12.0,Night,0.0,15.0,sunny
242,0.0,location_phx,0.0,1.0,Day,0.0,34.0,sunny
243,1.0,location_other,2.0,7.0,Day,0.0,11.0,sunny
244,0.0,location_sf,67.0,11.0,Day,0.0,38.0,sunny
245,0.0,location_phx,0.0,1.0,Day,0.0,24.0,sunny
246,0.0,location_other,0.0,15.0,Day,0.0,45.0,sunny
247,6.0,location_sf,46.0,14.0,Day,0.0,18.0,sunny
248,0.0,location_phx,0.0,6.0,Day,0.0,14.0,sunny
249,0.0,location_sf,5.0,26.0,Night,0.0,25.0,sunny
250,0.0,location_sf,7.0,21.0,Day,0.0,37.0,sunny
251,0.0,location_phx,1.0,29.0,Day,0.0,46.0,sunny
252,1.0,location_sf,81.0,35.0,Day,0.0,60.0,sunny
253,3.0,location_other,2.0,26.0,Day,0.0,29.0,sunny
254,0.0,location_phx,1.0,26.0,Day,0.0,7.0,sunny
255,1.0,location_sf,31.0,18.0,Day,0.0,44.0,sunny
256,1.0,location_sf,42.0,20.0,Day,0.0,40.0,sunny
257,0.0,location_phx,5.0,22.0,Night,0.0,10.0,sunny
258,0.0,location_phx,2.0,48.0,Day,0.0,33.0,sunny
259,0.0,location_phx,0.0,18.0,Dawn/Dusk,0.0,5.0,sunny
260,0.0,location_phx,1.0,6.0,Dawn/Dusk,0.0,33.0,sunny
261,0.0,location_sf,9.0,25.0,Night,0.0,42.0,sunny
262,0.0,location_sf,0.0,6.0,Day,0.0,16.0,sunny
263,0.0,location_phx,5.0,3.0,Day,0.0,15.0,sunny
264,0.0,location_sf,1.0,11.0,Day,0.0,2.0,sunny
265,0.0,location_phx,0.0,10.0,Day,0.0,3.0,sunny
266,0.0,location_phx,5.0,8.0,Day,0.0,34.0,sunny
267,0.0,location_phx,1.0,1.0,Day,0.0,21.0,sunny
268,0.0,location_sf,2.0,4.0,Day,0.0,19.0,sunny
269,0.0,location_sf,80.0,18.0,Day,0.0,19.0,sunny
270,1.0,location_phx,2.0,3.0,Day,0.0,3.0,sunny
271,0.0,location_phx,0.0,12.0,Dawn/Dusk,0.0,44.0,sunny
272,0.0,location_other,3.0,4.0,Day,0.0,46.0,sunny
273,0.0,location_sf,30.0,25.0,Day,0.0,65.0,sunny
274,0.0,location_phx,1.0,22.0,Day,0.0,91.0,sunny
275,0.0,location_other,2.0,29.0,Day,0.0,55.0,sunny
276,0.0,location_sf,1.0,6.0,Day,0.0,25.0,sunny
277,0.0,location_phx,2.0,10.0,Day,0.0,11.0,sunny
278,0.0,location_sf,1.0,17.0,Day,0.0,22.0,sunny
279,0.0,location_sf,0.0,1.0,Day,0.0,19.0,sunny
280,1.0,location_other,3.0,9.0,Dawn/Dusk,0.0,14.0,sunny
281,1.0,location_phx,0.0,4.0,Day,0.0,7.0,sunny
282,0.0,location_sf,0.0,0.0,Day,0.0,6.0,rain
283,0.0,location_sf,2.0,35.0,Day,0.0,18.0,sunny
284,0.0,location_phx,1.0,0.0,Day,0.0,9.0,sunny
285,0.0,location_phx,0.0,13.0,Night,0.0,7.0,sunny
286,0.0,location_sf,4.0,14.0,Day,0.0,27.0,sunny
287,0.0,location_sf,133.0,29.0,Day,0.0,26.0,sunny
288,0.0,location_sf,0.0,8.0,Night,0.0,23.0,sunny
289,0.0,location_phx,0.0,0.0,Dawn/Dusk,0.0,4.0,rain
290,0.0,location_sf,7.0,14.0,Dawn/Dusk,0.0,31.0,sunny
291,0.0,location_sf,99.0,10.0,Night,0.0,41.0,sunny
292,0.0,location_phx,7.0,20.0,Dawn/Dusk,0.0,56.0,sunny
293,0.0,location_other,4.0,12.0,Day,0.0,23.0,sunny
294,0.0,location_other,0.0,13.0,Day,0.0,2.0,sunny
295,1.0,location_sf,0.0,29.0,Day,0.0,17.0,sunny
296,0.0,location_sf,2.0,18.0,Day,0.0,45.0,sunny
297,0.0,location_sf,45.0,35.0,Night,0.0,72.0,sunny
298,0.0,location_phx,0.0,2.0,Day,0.0,0.0,sunny
299,0.0,location_sf,77.0,19.0,Day,0.0,51.0,sunny
300,0.0,location_phx,12.0,16.0,Day,0.0,29.0,sunny
301,0.0,location_sf,0.0,4.0,Day,0.0,1.0,sunny
302,0.0,location_sf,13.0,19.0,Day,0.0,87.0,sunny
303,1.0,location_sf,2.0,38.0,Dawn/Dusk,0.0,46.0,sunny
304,0.0,location_phx,3.0,11.0,Day,0.0,65.0,sunny
305,1.0,location_sf,61.0,56.0,Day,0.0,38.0,sunny
306,0.0,location_phx,2.0,15.0,Dawn/Dusk,0.0,40.0,sunny
307,0.0,location_sf,35.0,42.0,Day,0.0,35.0,sunny
308,0.0,location_sf,6.0,23.0,Day,0.0,37.0,sunny
309,0.0,location_sf,0.0,6.0,Day,0.0,17.0,sunny
310,2.0,location_phx,0.0,11.0,Dawn/Dusk,0.0,62.0,sunny
311,0.0,location_other,0.0,25.0,Day,0.0,2.0,sunny
312,0.0,location_phx,14.0,10.0,Dawn/Dusk,0.0,86.0,sunny
313,0.0,location_other,5.0,20.0,Day,0.0,44.0,sunny
314,0.0,location_sf,2.0,15.0,Day,0.0,23.0,sunny
315,0.0,location_phx,0.0,6.0,Day,0.0,25.0,sunny
316,0.0,location_sf,43.0,17.0,Day,0.0,5.0,sunny
317,0.0,location_phx,3.0,0.0,Day,0.0,18.0,sunny
318,0.0,location_sf,2.0,12.0,Dawn/Dusk,0.0,41.0,sunny
319,0.0,location_sf,31.0,17.0,Dawn/Dusk,0.0,31.0,sunny
320,0.0,location_sf,1.0,40.0,Day,0.0,36.0,sunny
321,0.0,location_phx,2.0,6.0,Night,0.0,7.0,sunny
322,0.0,location_phx,5.0,38.0,Day,0.0,23.0,sunny
323,0.0,location_phx,5.0,18.0,Day,0.0,26.0,sunny
324,0.0,location_sf,1.0,17.0,Day,0.0,21.0,sunny
325,0.0,location_sf,1.0,19.0,Day,0.0,9.0,sunny
326,0.0,location_sf,10.0,16.0,Day,0.0,6.0,sunny
327,0.0,location_sf,25.0,12.0,Day,0.0,16.0,sunny
328,1.0,location_sf,88.0,19.0,Day,0.0,33.0,sunny
329,0.0,location_phx,0.0,7.0,Night,0.0,8.0,sunny
330,0.0,location_phx,2.0,3.0,Dawn/Dusk,0.0,5.0,sunny
331,1.0,location_other,3.0,17.0,Dawn/Dusk,0.0,33.0,sunny
332,0.0,location_other,0.0,3.0,Day,0.0,7.0,sunny
333,0.0,location_phx,2.0,8.0,Dawn/Dusk,0.0,21.0,sunny
334,0.0,location_phx,2.0,1.0,Dawn/Dusk,0.0,30.0,sunny
335,0.0,location_other,0.0,14.0,Night,0.0,5.0,sunny
336,1.0,location_phx,2.0,20.0,Dawn/Dusk,0.0,27.0,sunny
337,0.0,location_phx,11.0,27.0,Night,0.0,69.0,sunny
338,0.0,location_sf,3.0,18.0,Day,0.0,33.0,sunny
339,1.0,location_sf,77.0,19.0,Day,0.0,33.0,sunny
340,0.0,location_sf,1.0,12.0,Dawn/Dusk,0.0,42.0,sunny
341,0.0,location_sf,1.0,22.0,Night,0.0,32.0,sunny
342,0.0,location_sf,0.0,0.0,Day,0.0,43.0,sunny
343,0.0,location_phx,1.0,30.0,Night,0.0,25.0,sunny
344,0.0,location_phx,0.0,5.0,Day,0.0,3.0,sunny
345,0.0,location_phx,1.0,8.0,Day,0.0,31.0,sunny
346,1.0,location_other,5.0,10.0,Day,0.0,16.0,sunny
347,0.0,location_other,2.0,17.0,Day,0.0,28.0,sunny
348,0.0,location_phx,0.0,8.0,Day,0.0,4.0,sunny
349,0.0,location_sf,83.0,24.0,Day,0.0,54.0,sunny
350,8.0,location_sf,58.0,28.0,Day,0.0,26.0,sunny
351,0.0,location_other,1.0,6.0,Day,0.0,24.0,sunny
352,0.0,location_sf,39.0,18.0,Day,0.0,44.0,sunny
353,0.0,location_sf,80.0,13.0,Day,0.0,46.0,sunny
354,1.0,location_sf,42.0,23.0,Day,0.0,55.0,sunny
355,0.0,location_phx,5.0,5.0,Day,0.0,0.0,sunny
356,2.0,location_sf,11.0,38.0,Day,0.0,37.0,sunny
357,1.0,location_sf,60.0,21.0,Day,0.0,26.0,sunny
358,0.0,location_other,0.0,4.0,Day,0.0,17.0,sunny
359,1.0,location_sf,9.0,35.0,Day,0.0,61.0,sunny
360,0.0,location_phx,2.0,4.0,Day,0.0,20.0,sunny
361,0.0,location_sf,60.0,25.0,Day,0.0,84.0,sunny
362,0.0,location_phx,0.0,7.0,Day,0.0,18.0,sunny
363,0.0,location_sf,5.0,18.0,Day,0.0,21.0,sunny
364,2.0,location_phx,2.0,4.0,Day,0.0,10.0,sunny
365,9.0,location_sf,61.0,28.0,Day,0.0,29.0,sunny
366,0.0,location_sf,33.0,16.0,Day,0.0,39.0,sunny
367,0.0,location_phx,7.0,14.0,Dawn/Dusk,0.0,46.0,sunny
368,0.0,location_other,0.0,4.0,Day,0.0,18.0,sunny
369,0.0,location_sf,1.0,12.0,Day,0.0,29.0,sunny
370,0.0,location_phx,0.0,12.0,Night,0.0,11.0,sunny
371,0.0,location_phx,0.0,13.0,Day,0.0,46.0,sunny
372,0.0,location_sf,3.0,8.0,Day,0.0,18.0,sunny
373,7.0,location_other,1.0,15.0,Day,0.0,18.0,sunny
374,0.0,location_sf,9.0,21.0,Day,0.0,37.0,sunny
375,0.0,location_sf,2.0,11.0,Day,0.0,45.0,sunny
376,0.0,location_sf,50.0,28.0,Day,0.0,18.0,sunny
377,0.0,location_phx,2.0,10.0,Day,0.0,4.0,sunny
378,0.0,location_phx,3.0,4.0,Day,0.0,0.0,sunny
379,0.0,location_phx,2.0,19.0,Day,0.0,41.0,sunny
380,0.0,location_phx,0.0,27.0,Day,0.0,9.0,sunny
381,0.0,location_sf,11.0,40.0,Day,0.0,69.0,sunny
382,0.0,location_sf,50.0,19.0,Night,0.0,33.0,sunny
383,0.0,location_sf,21.0,14.0,Day,0.0,61.0,sunny
384,0.0,location_phx,1.0,19.0,Day,0.0,32.0,sunny
385,0.0,location_sf,9.0,17.0,Day,0.0,51.0,sunny
386,0.0,location_phx,0.0,13.0,Day,0.0,2.0,sunny
387,2.0,location_sf,22.0,24.0,Night,0.0,28.0,sunny
388,0.0,location_other,0.0,14.0,Night,0.0,5.0,sunny
389,0.0,location_phx,0.0,1.0,Day,0.0,3.0,sunny
390,0.0,location_phx,0.0,1.0,Day,0.0,9.0,sunny
391,0.0,location_sf,5.0,12.0,Day,0.0,13.0,sunny
392,0.0,location_phx,0.0,10.0,Day,0.0,31.0,sunny
393,0.0,location_other,3.0,6.0,Day,0.0,9.0,sunny
394,0.0,location_phx,1.0,5.0,Dawn/Dusk,0.0,30.0,sunny
395,0.0,location_phx,1.0,2.0,Day,0.0,18.0,sunny
396,0.0,location_phx,7.0,9.0,Day,0.0,6.0,sunny
397,0.0,location_other,2.0,15.0,Day,0.0,16.0,sunny
398,0.0,location_phx,0.0,2.0,Day,0.0,9.0,sunny
399,0.0,location_phx,3.0,15.0,Day,0.0,11.0,sunny
400,0.0,location_phx,4.0,12.0,Night,0.0,33.0,sunny
